User,Retweet Degree,Reply Degree,Retweet Community,Reply Community,Multi Retweet In Degree,Multi Retweet Out Degree,Multi Retweet Degree,Multi Reply In Degree,Multi Reply Out Degree,Multi Reply Degree
1645,55,36,0,0,166,163,329,91,140,231
1819,55,136,0,0,31,34,65,89,284,373
1854,55,28,1,0,57,25,82,33,16,49
2042,55,37,0,1,30,147,177,114,169,283
2185,55,64,0,1,0,460,460,9,114,123
2296,55,53,0,1,88,79,167,450,547,997
2701,55,2,0,1,307,144,451,348,346,694
2836,55,64,0,0,61,52,113,627,660,1287
3112,55,39,0,0,62,101,163,66,50,116
3188,55,13,2,1,116,393,509,16,32,48
3711,55,49,2,1,41,114,155,107,195,302
3731,55,54,0,1,6,156,162,2,308,310
4007,55,2,0,1,337,282,619,16,16,32
992,54,206,0,0,39,57,96,396,806,1202
1116,54,141,2,1,66,68,134,95,471,566
1326,54,4,0,1,4,98,102,20,25,45
1545,54,24,0,1,81,97,178,158,208,366
2154,54,14,0,0,57,141,198,40,37,77
2366,54,115,1,2,116,29,145,501,375,876
2595,54,12,0,1,101,14,115,852,844,1696
2623,54,45,0,1,91,33,124,664,948,1612
2645,54,10,0,0,5,94,99,159,176,335
2850,54,20,2,1,242,507,749,8,35,43
2994,54,10,0,1,3,125,128,62,79,141
3001,54,15,0,0,1,88,89,19,37,56
3162,54,12,0,0,128,38,166,48,32,80
3181,54,56,0,0,11,71,82,63,155,218
3425,54,10,0,0,43,106,149,27,24,51
3732,54,15,0,0,16,95,111,11,28,39
607,53,99,0,0,101,3,104,53,305,358
749,53,54,0,0,63,78,141,232,202,434
784,53,35,0,0,32,37,69,270,309,579
1113,53,53,2,1,109,0,109,47,297,344
1205,53,9,0,1,49,17,66,544,549,1093
1374,53,38,2,1,116,61,177,237,125,362
1462,53,33,1,0,62,0,62,92,0,92
1765,53,14,0,0,46,70,116,17,14,31
1981,53,4,0,0,405,589,994,58,28,86
2173,53,23,0,0,96,93,189,216,281,497
2327,53,56,0,0,176,201,377,329,296,625
2383,53,119,2,1,25,99,124,53,959,1012
2517,53,137,2,1,88,24,112,425,492,917
3035,53,9,0,1,128,112,240,40,45,85
3080,53,52,2,1,140,30,170,156,73,229
3111,53,12,0,0,130,157,287,49,30,79
943,52,28,0,1,54,42,96,71,17,88
1106,52,160,2,1,136,4,140,239,127,366
1692,52,26,0,1,178,240,418,244,300,544
1865,52,6,2,1,4,322,326,4,9,13
2096,52,4,0,2,113,0,113,59,54,113
2550,52,45,2,1,335,7,342,157,27,184
2648,52,21,0,0,19,70,89,20,26,46
2711,52,3,0,1,16,96,112,622,615,1237
2799,52,20,0,1,67,153,220,86,107,193
2828,52,7,0,0,157,162,319,10,37,47
2880,52,21,0,0,3,75,78,65,76,141
3006,52,12,0,0,235,260,495,144,124,268
3131,52,7,0,1,264,13,277,223,215,438
3292,52,28,0,1,284,252,536,360,376,736
3344,52,68,2,1,111,0,111,127,0,127
3433,52,4,2,1,80,260,340,2,4,6
3464,52,6,0,0,11,104,115,0,7,7
3825,52,3,0,1,8,108,116,364,367,731
3849,52,85,0,0,37,117,154,235,448,683
3915,52,383,1,0,59,3,62,175,1113,1288
4039,52,5,0,0,82,592,674,4,7,11
544,51,23,0,1,126,10,136,111,30,141
578,51,35,0,1,68,66,134,431,446,877
684,51,18,0,1,207,199,406,437,444,881
928,51,11,0,1,182,900,1082,11,22,33
957,51,7,1,0,0,78,78,0,7,7
1122,51,173,1,1,3,69,72,199,745,944
1207,51,14,0,0,60,64,124,8,12,20
1960,51,3,0,1,36,131,167,68,69,137
2164,51,2,0,0,85,135,220,21,24,45
2259,51,27,0,0,121,43,164,5,64,69
2333,51,32,0,0,107,0,107,135,0,135
2459,51,10,0,1,44,90,134,76,87,163
2632,51,16,0,1,25,106,131,127,134,261
2835,51,8,0,1,362,501,863,40,40,80
2944,51,3,0,0,84,7,91,21,18,39
3009,51,110,1,0,2,59,61,105,421,526
3077,51,31,0,1,32,43,75,272,261,533
3105,51,5,0,1,73,207,280,90,96,186
3129,51,19,0,1,50,53,103,21,23,44
3191,51,19,0,1,1,167,168,32,69,101
3223,51,10,0,0,87,206,293,11,11,22
3252,51,12,2,1,119,221,340,37,42,79
4000,51,283,2,1,10,47,57,241,808,1049
1560,50,100,0,0,5,65,70,116,452,568
2069,50,45,0,1,59,476,535,11,180,191
2341,50,21,0,0,21,70,91,250,387,637
2426,50,9,1,1,75,4,79,174,549,723
2485,50,16,0,1,64,30,94,222,212,434
2628,50,2,1,1,113,0,113,2,0,2
2917,50,78,0,1,5,301,306,110,290,400
2989,50,10,0,1,41,488,529,5,23,28
3054,50,51,2,1,284,356,640,182,318,500
3072,50,35,1,0,56,0,56,39,0,39
3376,50,24,2,1,6,107,113,56,93,149
3844,50,1,0,1,4,191,195,26,27,53
3926,50,9,0,0,64,91,155,15,18,33
1579,49,9,0,0,45,34,79,12,9,21
2665,49,6,0,1,4,98,102,63,181,244
2753,49,78,2,1,5,115,120,107,296,403
2759,49,2,2,0,770,860,1630,1,3,4
2893,49,2,2,1,43,310,353,20,18,38
3417,49,2,0,1,30,99,129,2,0,2
3675,49,8,0,0,159,122,281,19,16,35
3766,49,13,0,1,66,20,86,43,107,150
4040,49,12,0,1,1,143,144,4,17,21
683,48,244,0,0,10,91,101,35,884,919
2071,48,3,0,1,1,101,102,19,26,45
2109,48,28,0,0,27,63,90,551,519,1070
2376,48,12,0,0,176,671,847,11,6,17
2622,48,30,0,1,51,99,150,256,283,539
2670,48,9,0,0,78,0,78,13,0,13
2758,48,345,2,1,59,8,67,92,1535,1627
2805,48,62,0,1,110,80,190,88,155,243
2932,48,19,0,1,67,73,140,364,385,749
2939,48,45,2,1,146,351,497,23,238,261
3030,48,11,0,1,458,68,526,40,36,76
3418,48,3,0,0,126,429,555,125,127,252
3578,48,27,0,1,56,31,87,102,122,224
3582,48,13,2,1,160,764,924,7,63,70
3861,48,10,0,0,4,122,126,23,39,62
3976,48,80,2,1,45,96,141,295,551,846
847,47,10,0,0,15,73,88,586,591,1177
1090,47,15,0,1,88,21,109,597,590,1187
1375,47,5,0,0,5,95,100,3,8,11
1457,47,22,0,0,36,47,83,776,798,1574
1711,47,21,2,1,3,166,169,15,44,59
1785,47,17,0,1,75,153,228,244,241,485
1910,47,7,0,0,1,102,103,0,10,10
2165,47,18,2,1,64,94,158,321,339,660
2199,47,5,2,1,21,860,881,2,41,43
2883,47,6,0,1,28,50,78,1035,1035,2070
3755,47,30,2,1,116,273,389,105,149,254
490,46,10,0,0,95,226,321,11,1,12
620,46,32,1,0,57,0,57,73,0,73
703,46,30,0,0,39,65,104,163,353,516
1278,46,43,0,1,183,35,218,552,485,1037
1351,46,28,0,0,30,28,58,28,16,44
1558,46,6,2,1,22,134,156,17,28,45
1743,46,8,0,0,2,65,67,3,11,14
1779,46,28,0,0,14,60,74,360,418,778
1961,46,10,0,0,158,0,158,54,0,54
2326,46,8,0,1,69,112,181,217,143,360
2352,46,22,0,0,91,115,206,25,47,72
2575,46,6,0,1,11,123,134,201,226,427
2655,46,12,0,1,239,117,356,32,41,73
2838,46,5,0,0,135,9,144,5,5,10
2912,46,16,0,1,42,134,176,590,570,1160
3011,46,19,0,0,2,56,58,244,279,523
3382,46,1,0,0,25,201,226,78,77,155
3383,46,28,2,1,300,0,300,61,0,61
3397,46,29,0,1,137,37,174,412,405,817
3485,46,10,1,2,47,0,47,11,0,11
3565,46,24,2,1,114,0,114,75,0,75
3574,46,20,0,1,166,251,417,169,188,357
3768,46,42,1,2,55,0,55,60,0,60
3796,46,8,0,1,16,128,144,61,73,134
61,45,72,1,2,15,74,89,42,192,234
506,45,51,2,1,41,119,160,70,2,72
559,45,25,0,1,462,216,678,341,352,693
1029,45,91,0,0,1,58,59,20,178,198
1162,45,32,0,0,41,11,52,217,200,417
1279,45,2,0,1,0,103,103,7,10,17
1349,45,89,0,0,45,45,90,192,508,700
1946,45,18,0,1,71,166,237,27,55,82
2006,45,9,0,0,178,114,292,14,14,28
2089,45,27,0,1,41,42,83,773,799,1572
2132,45,17,0,1,27,202,229,70,98,168
2135,45,33,0,1,26,168,194,981,1008,1989
2209,45,16,0,1,167,256,423,134,119,253
2379,45,32,2,1,132,185,317,62,158,220
2535,45,56,0,1,135,1,136,152,189,341
2582,45,14,0,0,39,277,316,5,22,27
2673,45,12,0,0,60,208,268,85,95,180
2689,45,58,2,1,1,172,173,209,320,529
2727,45,10,0,1,77,38,115,4,9,13
2954,45,34,2,1,89,241,330,12,77,89
3220,45,19,2,1,22,240,262,23,30,53
3287,45,15,0,0,77,16,93,25,3,28
3401,45,4,0,1,8,66,74,193,200,393
3550,45,13,0,0,43,64,107,55,72,127
697,44,40,2,1,81,0,81,109,0,109
906,44,28,0,0,108,0,108,140,0,140
1702,44,5,0,0,45,55,100,10,11,21
1764,44,5,1,0,47,0,47,5,0,5
1905,44,15,2,1,38,142,180,116,104,220
2170,44,4,0,0,11,132,143,1,5,6
2349,44,34,1,2,50,0,50,37,0,37
2762,44,4,0,0,295,254,549,18,18,36
3036,44,11,0,1,20,70,90,14,36,50
3074,44,15,0,1,130,270,400,215,230,445
3120,44,15,0,0,27,95,122,46,59,105
3175,44,18,0,0,87,83,170,178,199,377
3405,44,19,0,1,62,79,141,58,78,136
3593,44,3,0,0,46,46,92,5,8,13
3673,44,37,0,0,39,51,90,47,105,152
3718,44,20,2,1,81,88,169,153,128,281
234,43,6,0,1,10,88,98,117,145,262
853,43,6,0,0,1,89,90,12,23,35
1261,43,12,0,1,40,30,70,78,96,174
1575,43,17,0,0,143,0,143,29,0,29
1594,43,7,0,1,46,419,465,19,45,64
1886,43,3,0,0,23,100,123,5,6,11
1925,43,28,0,1,92,49,141,151,160,311
1984,43,26,0,1,58,18,76,300,311,611
2004,43,27,2,1,188,0,188,149,109,258
2056,43,22,0,1,81,0,81,64,0,64
2134,43,17,0,0,113,92,205,69,84,153
2261,43,20,0,0,356,142,498,131,107,238
2340,43,23,2,1,145,0,145,43,0,43
2546,43,6,0,0,52,43,95,10,3,13
2571,43,10,0,0,92,241,333,46,60,106
2663,43,6,0,0,2,87,89,3,11,14
2785,43,24,2,1,55,0,55,44,0,44
2827,43,12,1,2,907,874,1781,17,0,17
2885,43,5,2,1,69,501,570,4,1,5
2978,43,3,0,0,106,8,114,11,12,23
3118,43,64,2,1,3,126,129,10,313,323
3228,43,7,0,1,34,111,145,99,103,202
3449,43,57,0,1,59,55,114,137,317,454
3822,43,56,2,1,88,2,90,398,186,584
3879,43,12,0,0,98,1,99,16,0,16
3892,43,8,0,0,90,0,90,13,0,13
3937,43,10,0,1,81,63,144,21,10,31
3994,43,5,0,0,25,329,354,7,7,14
4044,43,71,0,0,91,80,171,166,394,560
4067,43,11,0,0,49,284,333,44,40,84
1099,42,13,0,1,62,17,79,474,464,938
1179,42,30,0,0,37,57,94,175,191,366
2014,42,49,1,2,42,0,42,61,0,61
2029,42,8,2,1,30,239,269,9,5,14
2202,42,19,0,1,26,197,223,78,147,225
2430,42,1,0,1,38,68,106,491,492,983
2444,42,14,0,0,40,40,80,23,31,54
2464,42,42,0,1,93,115,208,312,388,700
2619,42,9,0,1,91,0,91,13,0,13
2832,42,21,2,1,606,631,1237,832,1322,2154
2945,42,21,0,1,1,79,80,23,94,117
3087,42,9,0,0,9,103,112,3,11,14
3682,42,29,0,0,33,41,74,60,97,157
686,41,43,1,1,56,60,116,258,478,736
914,41,60,2,1,6,146,152,20,190,210
2048,41,15,0,1,73,59,132,89,95,184
2110,41,27,2,1,52,66,118,70,54,124
2198,41,9,0,1,42,160,202,1,17,18
2291,41,8,0,1,303,313,616,162,154,316
2332,41,42,2,1,183,97,280,152,111,263
2767,41,5,0,0,292,0,292,9,0,9
2860,41,18,0,1,84,15,99,403,379,782
2875,41,57,0,1,138,129,267,585,593,1178
3015,41,14,2,1,278,381,659,122,117,239
3330,41,25,2,1,1,211,212,12,67,79
3335,41,7,0,1,16,149,165,80,71,151
3373,41,44,2,1,2,202,204,17,241,258
3390,41,5,0,0,65,419,484,21,24,45
3496,41,2,0,1,117,402,519,0,4,4
3651,41,50,0,0,1,49,50,11,103,114
4057,41,2,0,1,49,110,159,84,86,170
1384,40,74,0,1,111,191,302,323,565,888
1528,40,63,0,1,0,52,52,4,106,110
1641,40,29,2,1,164,15,179,73,8,81
2215,40,13,2,1,23,107,130,155,168,323
2359,40,34,0,1,17,77,94,297,416,713
2448,40,14,0,0,38,26,64,72,89,161
2589,40,29,0,0,108,37,145,28,88,116
2780,40,12,0,1,39,70,109,225,243,468
3159,40,2,0,1,12,349,361,93,91,184
3414,40,26,0,1,35,32,67,381,386,767
3467,40,325,1,2,42,12,54,207,1059,1266
3615,40,74,2,1,14,61,75,225,427,652
3635,40,8,0,0,53,73,126,3,11,14
3764,40,25,1,2,50,0,50,28,0,28
3807,40,12,0,0,12,62,74,30,58,88
4009,40,16,2,1,105,10,115,2192,2042,4234
4016,40,12,0,1,64,118,182,339,362,701
4041,40,25,2,1,56,32,88,110,90,200
375,39,6,0,0,170,350,520,316,220,536
678,39,21,0,1,281,674,955,139,102,241
1017,39,10,0,0,67,0,67,11,0,11
1057,39,27,0,0,49,0,49,55,0,55
1175,39,21,0,1,18,90,108,121,151,272
1218,39,42,0,1,43,18,61,195,140,335
1504,39,59,0,0,43,38,81,69,202,271
1509,39,7,0,1,91,79,170,4,7,11
1992,39,34,0,0,25,116,141,205,274,479
2021,39,10,0,0,30,280,310,4,13,17
2262,39,7,0,1,153,169,322,15,14,29
2463,39,24,0,1,144,35,179,130,184,314
2658,39,7,0,1,73,50,123,118,94,212
2749,39,15,0,1,1348,1274,2622,225,198,423
2754,39,18,0,0,23,44,67,316,326,642
2996,39,45,0,1,27,60,87,548,646,1194
3122,39,8,0,1,88,0,88,30,0,30
3263,39,7,0,1,6,160,166,128,144,272
3573,39,18,0,1,15,91,106,28,51,79
3620,39,13,0,1,19,98,117,69,81,150
3628,39,15,0,0,94,1,95,12,8,20
3749,39,1,0,1,8,70,78,91,90,181
3795,39,3,0,1,6,71,77,41,36,77
1141,38,32,2,1,81,0,81,70,0,70
1155,38,14,0,0,10,320,330,3,31,34
1193,38,4,0,1,7,60,67,148,151,299
1304,38,25,2,1,8,257,265,4,52,56
2082,38,20,0,0,10,83,93,33,134,167
2502,38,13,0,0,92,0,92,27,0,27
2608,38,169,2,1,7,47,54,17,1065,1082
2613,38,113,0,0,45,12,57,341,47,388
2740,38,15,2,1,0,90,90,8,50,58
2903,38,20,0,1,2,56,58,69,43,112
2923,38,16,1,2,63,0,63,21,0,21
3505,38,12,0,2,37,11,48,17,5,22
3547,38,10,2,1,40,124,164,10,23,33
3627,38,18,0,0,67,24,91,15,26,41
3741,38,42,0,1,6,100,106,4,97,101
3961,38,1,0,0,7,81,88,9,10,19
4064,38,3,0,0,7,71,78,259,257,516
176,37,1,0,0,11,77,88,23,24,47
618,37,17,0,0,101,0,101,42,0,42
788,37,114,0,0,44,4,48,533,15,548
997,37,12,0,0,45,71,116,40,46,86
2688,37,42,2,1,211,62,273,238,183,421
2769,37,3,0,0,110,520,630,4,0,4
3198,37,22,2,1,15,98,113,23,78,101
3250,37,18,0,1,9,82,91,474,468,942
3290,37,3,0,0,52,37,89,83,81,164
3535,37,4,0,0,23,46,69,5,4,9
3821,37,8,0,1,9,140,149,1,15,16
3897,37,86,1,0,10,37,47,16,417,433
283,36,131,1,2,29,20,49,20,285,305
329,36,45,2,1,83,0,83,97,0,97
1718,36,7,0,1,18,89,107,325,335,660
1822,36,3,1,0,2,65,67,1,9,10
1848,36,36,0,0,66,110,176,376,473,849
2030,36,9,0,1,62,129,191,417,419,836
2218,36,21,0,0,53,0,53,23,0,23
2234,36,66,2,1,1,114,115,57,266,323
2475,36,17,0,0,35,92,127,8,23,31
2904,36,19,0,1,0,112,112,40,239,279
3037,36,15,0,1,158,0,158,39,0,39
3372,36,16,0,1,6,201,207,162,212,374
3530,36,6,0,2,32,28,60,5,5,10
3745,36,15,0,0,12,54,66,27,38,65
4012,36,4,0,1,110,256,366,9,11,20
4045,36,31,0,0,84,19,103,42,73,115
402,35,7,0,0,92,76,168,25,16,41
552,35,27,1,1,67,4,71,34,11,45
854,35,11,0,0,9,84,93,33,104,137
1158,35,39,1,2,52,0,52,70,0,70
1605,35,1,2,1,3,53,56,13,15,28
1631,35,9,0,0,170,84,254,50,41,91
1724,35,10,0,0,18,81,99,8,18,26
1730,35,24,0,0,85,17,102,60,71,131
1903,35,5,0,1,6,60,66,221,222,443
2266,35,21,0,0,8,34,42,325,359,684
2781,35,374,1,2,7,47,54,62,1616,1678
2915,35,12,0,1,77,15,92,153,133,286
2920,35,15,2,1,55,194,249,36,58,94
2990,35,3,0,1,30,14,44,38,39,77
3141,35,10,2,1,418,363,781,58,48,106
3307,35,20,1,1,354,206,560,998,958,1956
3406,35,85,2,1,64,96,160,30,405,435
3419,35,6,0,0,31,115,146,1,13,14
3862,35,19,0,1,81,61,142,86,82,168
48,34,3,0,1,0,67,67,18,19,37
228,34,9,0,1,113,54,167,61,52,113
571,34,1,0,1,0,56,56,11,12,23
706,34,6,0,0,12,51,63,604,624,1228
1923,34,18,0,1,3,87,90,286,319,605
2085,34,45,2,1,77,24,101,835,865,1700
2324,34,34,0,1,8,33,41,223,359,582
2526,34,15,0,0,74,262,336,80,128,208
2637,34,2,2,1,325,369,694,117,119,236
2750,34,22,0,0,38,0,38,38,0,38
2795,34,37,0,0,0,46,46,300,358,658
2962,34,4,0,1,59,0,59,4,0,4
3102,34,7,0,1,29,199,228,106,127,233
3208,34,17,1,1,71,65,136,20,188,208
3302,34,11,0,1,1,60,61,218,244,462
3369,34,4,0,0,42,435,477,5,0,5
3393,34,2,2,1,183,168,351,3,1,4
3568,34,10,0,0,62,49,111,117,121,238
3572,34,44,2,1,115,0,115,190,158,348
507,33,52,0,0,3,43,46,1275,1354,2629
600,33,12,0,1,16,132,148,26,11,37
1043,33,15,0,0,14,48,62,17,39,56
1225,33,57,2,1,49,3,52,226,69,295
1446,33,9,2,1,47,126,173,15,40,55
2197,33,52,0,1,2,262,264,17,135,152
2275,33,2,0,1,0,47,47,0,2,2
2303,33,20,0,1,15,56,71,22,62,84
2537,33,92,2,1,4,52,56,45,441,486
2636,33,8,0,1,13,69,82,161,173,334
3034,33,21,0,1,12,67,79,98,129,227
3069,33,4,0,1,87,51,138,7,1,8
3184,33,6,0,1,3,45,48,7,16,23
3338,33,29,0,0,16,64,80,53,77,130
3367,33,8,2,1,53,109,162,81,85,166
3398,33,18,0,1,24,281,305,132,168,300
3681,33,4,0,0,132,402,534,8,4,12
3695,33,101,0,1,45,19,64,156,945,1101
3717,33,15,0,0,17,114,131,103,146,249
3870,33,26,0,1,27,70,97,76,110,186
3993,33,4,0,1,64,44,108,52,52,104
4042,33,15,0,1,51,19,70,590,575,1165
323,32,4,0,2,31,53,84,4,0,4
733,32,14,0,0,20,31,51,32,37,69
896,32,19,0,1,39,39,78,220,216,436
958,32,13,0,0,77,6,83,153,145,298
1632,32,5,1,0,47,2,49,4,1,5
1983,32,2,2,1,1,211,212,44,46,90
2397,32,258,1,2,29,8,37,46,1523,1569
2568,32,2,0,0,8,55,63,101,95,196
2668,32,12,0,1,32,24,56,12,4,16
2725,32,117,2,1,7,41,48,13,327,340
2801,32,1,0,1,34,27,61,2,0,2
2991,32,15,0,1,147,186,333,25,60,85
3061,32,9,0,1,25,24,49,38,45,83
3179,32,8,0,0,10,55,65,61,72,133
3403,32,18,0,0,18,73,91,149,185,334
3554,32,20,1,2,55,36,91,30,51,81
3558,32,12,0,1,69,30,99,674,679,1353
3614,32,4,0,1,35,57,92,1027,1023,2050
4032,32,27,0,0,3,36,39,73,104,177
638,31,21,0,1,2,43,45,170,181,351
1188,31,10,1,0,33,0,33,10,0,10
1627,31,16,1,0,1,46,47,4,22,26
1768,31,149,2,1,81,11,92,287,907,1194
2087,31,31,2,1,88,319,407,33,0,33
2203,31,128,1,2,5,30,35,3,219,222
2508,31,2,0,1,59,2,61,4,0,4
2704,31,1,0,1,2,63,65,12,13,25
2751,31,4,2,1,6,83,89,0,4,4
2763,31,30,2,1,78,0,78,77,0,77
2907,31,2,0,1,27,18,45,9,9,18
2918,31,25,2,1,162,115,277,98,132,230
3748,31,73,1,0,46,0,46,145,0,145
3967,31,8,2,1,29,48,77,18,13,31
3991,31,2,0,0,28,133,161,25,24,49
300,30,11,2,1,123,0,123,23,0,23
1059,30,19,2,1,64,109,173,21,17,38
1752,30,2,0,0,11,29,40,2,4,6
1810,30,14,0,0,24,36,60,9,17,26
1956,30,20,0,1,28,58,86,174,224,398
2033,30,19,0,1,83,218,301,183,116,299
2204,30,28,0,1,229,537,766,300,334,634
2425,30,4,0,1,20,72,92,3,6,9
2478,30,29,2,1,948,920,1868,20,43,63
2569,30,1,0,1,3,178,181,0,1,1
3053,30,13,2,1,158,117,275,99,74,173
3420,30,122,2,1,5,43,48,116,673,789
3663,30,70,2,1,45,1,46,273,141,414
3876,30,17,2,1,461,409,870,41,20,61
3881,30,53,1,1,49,1,50,10,208,218
3909,30,9,0,1,38,126,164,150,188,338
3945,30,3,0,1,56,328,384,149,147,296
3955,30,28,2,1,77,65,142,158,313,471
43,29,30,0,0,24,16,40,425,402,827
1215,29,53,2,1,232,119,351,139,276,415
1412,29,6,0,1,1,84,85,2,11,13
1739,29,36,0,0,34,0,34,82,0,82
1771,29,436,1,0,24,7,31,72,1624,1696
1876,29,28,2,1,80,36,116,45,36,81
1911,29,16,0,1,4,115,119,2,27,29
1976,29,22,0,1,44,34,78,549,569,1118
2226,29,17,0,0,64,15,79,7,24,31
2428,29,2,0,1,17,159,176,29,28,57
2460,29,24,3,0,52,0,52,118,7,125
2965,29,1,0,1,30,25,55,2,0,2
3365,29,19,2,1,89,0,89,47,0,47
3392,29,10,0,0,39,60,99,5,19,24
3444,29,1,0,1,135,523,658,30,31,61
3551,29,16,2,1,5,73,78,8,26,34
3737,29,2,0,1,32,169,201,384,386,770
3912,29,49,1,0,39,0,39,107,0,107
4052,29,7,0,1,6,169,175,430,426,856
443,28,13,2,1,416,468,884,32,30,62
927,28,8,2,1,8,122,130,0,12,12
931,28,161,0,0,14,19,33,83,314,397
1330,28,94,0,0,28,47,75,206,385,591
1491,28,14,0,0,37,8,45,13,17,30
1742,28,27,2,1,73,10,83,575,538,1113
1944,28,9,0,1,91,39,130,32,39,71
2067,28,54,0,0,42,9,51,197,203,400
2131,28,9,0,1,21,46,67,480,493,973
2344,28,25,0,0,2,36,38,26,133,159
2563,28,16,2,1,34,43,77,86,98,184
2902,28,18,0,1,15,38,53,259,232,491
3236,28,29,0,0,30,126,156,103,101,204
3585,28,13,0,1,20,51,71,10,27,37
3781,28,1,0,0,108,29,137,43,42,85
3857,28,23,0,2,22,48,70,29,21,50
3943,28,16,0,0,140,28,168,149,150,299
827,27,1,0,0,0,41,41,20,21,41
1200,27,39,0,1,14,38,52,314,388,702
1257,27,8,0,1,2,36,38,198,214,412
1502,27,4,2,1,29,24,53,8,2,10
2072,27,16,0,0,15,41,56,353,449,802
2119,27,3,2,1,2,150,152,0,3,3
2362,27,3,0,0,57,8,65,3,1,4
2451,27,6,0,0,5,86,91,39,51,90
2468,27,41,2,1,49,0,49,84,0,84
2776,27,4,0,1,78,51,129,47,56,103
2876,27,20,0,1,80,122,202,120,151,271
3271,27,5,0,0,13,140,153,3,2,5
3318,27,25,0,0,53,0,53,48,0,48
3631,27,45,2,0,164,269,433,27,85,112
3694,27,16,0,1,10,87,97,90,131,221
3829,27,1,0,1,0,50,50,4,5,9
3891,27,1,0,1,4,43,47,172,173,345
3893,27,49,1,0,5,32,37,3,163,166
3905,27,75,0,1,5,33,38,160,395,555
3928,27,3,0,1,5,48,53,513,500,1013
3984,27,16,0,1,164,149,313,384,361,745
4015,27,7,0,1,3,77,80,14,21,35
4066,27,5,0,0,371,275,646,6,7,13
16,26,7,0,0,34,24,58,4,4,8
526,26,36,2,1,2453,977,3430,185,273,458
1103,26,5,0,1,0,54,54,337,340,677
2002,26,7,0,1,37,26,63,359,359,718
2106,26,2,0,0,33,39,72,62,64,126
2180,26,30,0,1,0,70,70,2,67,69
2216,26,6,0,1,54,0,54,6,0,6
2398,26,2,2,1,160,493,653,51,49,100
2484,26,27,0,1,4,35,39,68,130,198
2496,26,12,0,1,11,58,69,327,344,671
2548,26,53,0,1,75,2,77,413,274,687
2620,26,5,0,1,26,105,131,4,13,17
3138,26,12,0,0,10,20,30,8,21,29
3177,26,6,0,0,505,283,788,41,31,72
3343,26,3,1,0,12,58,70,0,3,3
3456,26,27,2,1,197,194,391,86,157,243
4022,26,34,0,0,99,0,99,77,0,77
4037,26,3,2,1,95,275,370,8,8,16
244,25,10,0,1,47,4,51,74,88,162
311,25,102,2,1,58,6,64,127,1063,1190
338,25,5,0,1,2,43,45,22,42,64
658,25,30,0,0,37,0,37,37,0,37
1084,25,19,0,0,75,0,75,71,0,71
1667,25,53,0,0,7,31,38,2,90,92
2166,25,1,0,1,26,57,83,3,0,3
2169,25,14,0,1,48,28,76,17,12,29
2188,25,14,0,1,22,22,44,552,580,1132
2206,25,6,0,0,1,42,43,12,25,37
2298,25,9,0,1,1202,1195,2397,98,88,186
2476,25,1,0,1,0,59,59,19,20,39
2594,25,9,0,0,49,54,103,14,22,36
2605,25,6,0,0,269,367,636,33,41,74
2756,25,32,0,1,345,343,688,111,173,284
2869,25,7,0,0,63,0,63,10,0,10
3329,25,3,0,1,71,0,71,3,0,3
3410,25,10,2,1,88,142,230,15,14,29
3595,25,34,0,1,31,11,42,33,53,86
3677,25,11,0,0,40,18,58,8,13,21
3771,25,9,0,1,24,5,29,121,125,246
3791,25,17,0,1,238,58,296,34,45,79
3889,25,23,0,0,53,0,53,47,0,47
306,24,4,0,1,60,127,187,671,691,1362
370,24,7,2,1,42,0,42,16,0,16
612,24,1,0,1,2,46,48,416,417,833
972,24,6,1,0,0,28,28,1,6,7
1149,24,72,1,0,27,0,27,168,0,168
1653,24,79,0,0,5,21,26,46,184,230
1802,24,3,0,0,6,33,39,8,9,17
2098,24,37,0,1,18,38,56,603,650,1253
2115,24,12,0,1,14,42,56,39,49,88
2126,24,62,2,1,111,5,116,308,203,511
2374,24,11,0,1,33,23,56,531,498,1029
2897,24,10,0,0,489,52,541,56,55,111
3017,24,23,0,1,44,52,96,346,388,734
3389,24,5,0,0,15,84,99,116,122,238
3710,24,4,0,0,11,44,55,9,12,21
3713,24,2,0,1,11,56,67,118,119,237
3777,24,7,0,1,6,47,53,2,16,18
3806,24,31,0,0,15,24,39,630,696,1326
846,23,8,1,2,38,0,38,12,0,12
864,23,10,0,1,30,0,30,14,0,14
1272,23,17,0,1,24,19,43,418,432,850
1305,23,1,0,1,1,54,55,33,35,68
1518,23,5,0,1,3,28,31,283,284,567
1576,23,5,0,0,22,19,41,1,4,5
2120,23,14,0,0,9,34,43,36,42,78
2494,23,1,0,1,54,4,58,184,183,367
2528,23,41,2,1,0,38,38,11,349,360
2545,23,93,0,0,42,0,42,176,0,176
2833,23,21,0,0,112,0,112,67,0,67
3495,23,3,0,1,11,69,80,48,51,99
3678,23,13,0,0,46,15,61,57,22,79
3974,23,10,0,0,56,52,108,19,23,42
591,22,4,0,0,5,27,32,2,13,15
675,22,11,0,1,33,36,69,87,88,175
717,22,38,0,0,28,13,41,181,220,401
779,22,137,1,0,0,23,23,56,384,440
1010,22,2,0,1,7,42,49,0,2,2
1338,22,3,0,1,13,21,34,1,4,5
1616,22,3,0,1,3,33,36,115,110,225
1893,22,10,0,1,31,30,61,477,448,925
2251,22,8,0,0,36,12,48,41,44,85
2382,22,12,0,0,1,23,24,52,79,131
2834,22,3,0,0,25,67,92,13,17,30
