User,Retweet Degree,Reply Degree,Retweet Community,Reply Community,Multi Retweet In Degree,Multi Retweet Out Degree,Multi Retweet Degree,Multi Reply In Degree,Multi Reply Out Degree,Multi Reply Degree
604,263,275,1,2,798,0,798,1305,0,1305
800,263,98,0,0,591,470,1061,434,562,996
1031,263,61,0,0,535,79,614,149,120,269
1974,263,157,0,0,253,270,523,143,73,216
3434,263,54,0,1,93,684,777,57,86,143
3437,263,109,0,0,83,444,527,264,556,820
1366,262,162,0,0,168,472,640,288,508,796
3611,262,11,0,1,423,1319,1742,0,41,41
184,261,296,2,1,828,369,1197,772,351,1123
401,261,311,1,0,277,216,493,174,830,1004
743,261,165,0,0,19,419,438,37,360,397
1798,261,22,0,0,148,1101,1249,86,126,212
2731,261,330,1,2,198,364,562,227,965,1192
424,260,142,0,0,593,48,641,683,583,1266
2631,260,22,0,1,670,321,991,178,158,336
328,259,141,0,0,922,389,1311,655,517,1172
442,259,116,0,0,389,473,862,108,226,334
716,259,98,0,1,816,0,816,310,0,310
1878,259,67,0,0,233,828,1061,68,125,193
3914,259,85,1,0,292,219,511,263,209,472
605,258,28,0,1,1248,614,1862,75,34,109
1628,258,16,0,0,47,1261,1308,9,30,39
2137,258,329,1,1,11,604,615,71,1247,1318
3124,258,165,0,0,637,779,1416,384,700,1084
518,257,145,0,1,1030,303,1333,1140,980,2120
1267,257,112,0,1,678,280,958,562,748,1310
1618,257,50,0,0,874,796,1670,120,78,198
2178,257,21,0,0,31,662,693,10,27,37
3100,257,87,0,0,85,490,575,115,296,411
177,256,137,1,2,205,507,712,120,191,311
250,256,260,2,1,2138,1442,3580,921,68,989
1623,256,63,0,1,1243,547,1790,232,138,370
1728,256,3,0,0,72,784,856,0,5,5
2791,256,360,1,2,559,10,569,221,866,1087
3116,256,93,0,1,610,17,627,350,168,518
94,255,274,2,1,1177,474,1651,1163,279,1442
2413,255,14,0,1,172,1278,1450,33,0,33
3086,255,78,0,0,254,499,753,438,551,989
3325,254,297,1,0,161,521,682,141,1050,1191
3824,254,47,1,0,0,585,585,1,64,65
1715,253,404,1,0,317,140,457,1252,90,1342
2578,253,183,2,1,2649,143,2792,693,128,821
3241,253,87,0,0,80,742,822,267,443,710
3692,253,73,0,2,844,54,898,116,0,116
3832,253,61,0,0,1065,470,1535,690,632,1322
589,252,37,0,1,424,27,451,388,318,706
1085,252,104,1,1,717,27,744,384,289,673
1507,252,55,1,0,445,251,696,53,36,89
2145,252,119,1,1,830,161,991,326,236,562
3304,252,108,0,0,549,559,1108,900,756,1656
3321,252,251,1,0,7,475,482,36,568,604
3599,252,92,0,0,2,784,786,49,293,342
1449,251,244,1,0,33,469,502,108,556,664
271,250,127,1,2,351,151,502,476,485,961
530,250,85,0,1,638,213,851,384,222,606
1363,250,163,0,0,116,554,670,286,457,743
2195,250,210,1,1,300,388,688,169,492,661
380,249,39,0,0,446,1458,1904,23,67,90
185,248,125,0,0,627,0,627,364,0,364
615,248,336,1,2,313,544,857,117,765,882
1176,248,173,0,0,273,470,743,779,315,1094
1424,248,189,2,1,692,48,740,443,71,514
573,247,355,0,2,477,1485,1962,748,2,750
1087,247,129,0,1,1091,395,1486,1164,480,1644
2900,247,21,0,0,65,712,777,48,70,118
1722,246,68,0,0,86,524,610,60,76,136
2260,246,29,0,1,1123,483,1606,249,203,452
169,245,260,1,0,52,347,399,60,666,726
1883,245,76,1,2,968,584,1552,221,205,426
3769,245,28,1,0,2,520,522,0,56,56
643,244,54,0,1,474,4,478,102,30,132
1250,244,329,1,2,21,383,404,72,983,1055
1492,244,119,0,0,166,238,404,249,415,664
3455,244,114,0,0,514,319,833,622,649,1271
3957,244,65,0,1,265,369,634,113,281,394
863,243,275,1,0,10,571,581,48,1137,1185
1102,243,101,1,0,16,1302,1318,27,234,261
1115,243,60,0,1,1002,291,1293,106,20,126
2743,243,296,1,2,71,681,752,141,1045,1186
2941,243,77,0,1,780,458,1238,587,337,924
3688,243,326,2,1,14,618,632,91,721,812
631,242,236,1,0,33,462,495,69,431,500
936,242,32,0,0,706,0,706,40,0,40
1077,242,195,1,2,59,1059,1118,85,680,765
3029,242,48,0,0,26,703,729,10,123,133
3625,242,89,0,0,417,1004,1421,631,769,1400
3865,242,310,1,1,29,318,347,41,638,679
1081,241,58,0,0,270,726,996,106,123,229
1681,241,225,0,0,261,657,918,841,436,1277
2187,241,140,1,2,566,0,566,232,0,232
2610,241,131,2,1,1735,119,1854,286,48,334
3028,241,149,0,0,386,587,973,234,522,756
3101,241,49,0,0,681,812,1493,737,752,1489
3792,241,23,0,0,886,1429,2315,183,154,337
485,240,131,2,1,1434,46,1480,334,24,358
1732,240,98,0,0,42,680,722,104,322,426
1894,240,37,0,0,48,1818,1866,16,47,63
1934,240,16,0,0,972,1240,2212,16,4,20
816,239,127,0,0,102,323,425,151,287,438
2050,239,348,1,2,30,600,630,187,1230,1417
2381,239,245,1,2,710,0,710,521,241,762
2736,239,24,0,0,16,640,656,8,36,44
3463,239,163,1,0,47,585,632,248,564,812
353,238,105,0,1,478,296,774,134,211,345
1180,238,55,0,1,1089,40,1129,145,116,261
1603,238,65,0,0,879,576,1455,186,247,433
3452,238,260,0,0,123,786,909,62,664,726
44,237,91,0,0,417,950,1367,128,142,270
214,237,419,0,0,109,298,407,433,1187,1620
905,237,162,2,1,1035,216,1251,689,241,930
1328,237,56,0,1,1193,850,2043,175,50,225
2861,237,43,0,1,941,17,958,193,121,314
3665,237,131,1,0,78,706,784,56,307,363
308,236,76,1,2,480,0,480,112,0,112
1051,236,95,0,1,376,171,547,152,60,212
1460,236,10,0,0,63,1311,1374,622,623,1245
2118,236,117,0,1,473,542,1015,751,558,1309
780,235,103,0,0,350,71,421,93,114,207
1836,235,498,2,0,834,371,1205,1326,103,1429
2916,235,122,0,0,176,412,588,354,225,579
314,234,70,0,0,444,534,978,123,38,161
1354,234,104,0,0,99,541,640,226,383,609
1470,234,100,0,0,494,779,1273,372,405,777
1534,234,348,1,2,11,410,421,92,1157,1249
1891,234,116,2,1,5,568,573,65,293,358
2250,234,230,1,2,527,0,527,411,0,411
2931,234,220,1,2,7,545,552,23,587,610
4,233,117,0,0,284,540,824,271,488,759
875,233,113,0,0,646,215,861,272,251,523
457,232,142,0,0,303,398,701,1093,733,1826
462,232,232,2,1,885,457,1342,774,301,1075
610,232,56,0,0,432,267,699,208,133,341
1114,232,41,0,1,1004,767,1771,82,53,135
1154,232,119,0,0,273,273,546,576,580,1156
1395,232,87,0,0,222,157,379,140,161,301
1437,232,75,1,0,1,1064,1065,25,314,339
1572,232,101,2,1,358,615,973,331,110,441
1588,232,103,0,0,382,257,639,423,319,742
1516,231,369,1,2,118,250,368,307,894,1201
1522,231,370,1,2,388,10,398,421,956,1377
1647,231,373,0,0,38,348,386,249,1107,1356
1989,231,141,0,0,93,1191,1284,103,582,685
3096,231,71,0,1,555,325,880,404,407,811
3691,231,41,0,0,468,1410,1878,31,76,107
540,230,105,0,1,925,778,1703,347,394,741
2248,230,89,0,0,579,661,1240,274,82,356
2319,230,97,2,1,203,748,951,207,72,279
3854,230,52,0,0,203,462,665,179,234,413
279,229,451,2,1,636,324,960,1552,26,1578
1767,229,205,0,0,691,518,1209,317,436,753
2470,229,101,1,2,595,0,595,218,0,218
284,228,27,1,0,2,748,750,1,31,32
1561,228,290,1,0,25,644,669,166,1458,1624
1622,228,64,0,0,733,421,1154,237,112,349
2276,228,84,0,0,240,490,730,358,464,822
2696,228,40,0,1,466,710,1176,679,697,1376
3085,228,54,0,0,150,539,689,54,139,193
97,227,246,2,1,2100,819,2919,800,70,870
112,227,210,0,0,282,156,438,195,822,1017
139,227,63,0,0,302,509,811,339,395,734
466,227,5,1,2,12,784,796,4,1,5
752,227,65,0,1,314,307,621,313,376,689
1633,227,81,0,0,92,804,896,64,256,320
2161,227,237,1,0,147,452,599,548,669,1217
3243,227,274,1,2,52,504,556,90,856,946
3907,227,39,2,1,10,1068,1078,16,71,87
4027,227,48,0,0,273,378,651,238,299,537
546,226,252,1,2,59,324,383,140,513,653
721,226,142,0,0,92,456,548,271,675,946
995,226,53,1,1,44,403,447,10,138,148
1223,226,35,0,0,18,488,506,13,93,106
1523,226,25,0,0,92,456,548,40,47,87
2867,226,30,0,1,795,449,1244,312,290,602
3050,226,38,0,1,478,17,495,383,341,724
3377,226,90,0,1,841,657,1498,513,387,900
3706,226,117,0,0,13,676,689,306,643,949
1189,225,34,0,1,318,9,327,90,56,146
1431,225,177,2,1,1757,1339,3096,886,332,1218
2953,225,99,0,1,219,742,961,279,468,747
3283,225,50,0,0,375,371,746,177,156,333
98,224,70,0,2,783,0,783,102,0,102
472,224,61,2,1,40,1038,1078,21,118,139
989,224,157,1,0,296,53,349,1109,1018,2127
1297,224,152,0,1,469,329,798,383,121,504
1362,224,50,0,0,88,1111,1199,223,316,539
1481,224,98,1,0,10,681,691,6,202,208
1554,224,98,1,0,92,335,427,182,396,578
1665,224,40,0,1,657,140,797,417,344,761
2224,224,71,0,0,48,712,760,216,193,409
2388,224,23,0,1,298,610,908,120,91,211
179,223,289,2,1,1887,131,2018,2401,413,2814
2040,223,47,0,1,762,152,914,655,603,1258
2938,223,188,0,1,8,451,459,90,454,544
3359,223,61,0,0,287,924,1211,86,222,308
4053,223,108,1,2,53,1444,1497,79,250,329
495,222,36,0,0,2372,995,3367,81,36,117
747,222,300,1,2,145,210,355,155,918,1073
1517,222,84,2,1,393,995,1388,101,62,163
1669,222,46,0,0,8,514,522,22,101,123
2037,222,84,0,1,855,83,938,665,521,1186
2458,222,38,0,0,243,696,939,26,72,98
2657,222,54,1,0,48,367,415,44,61,105
3314,222,275,0,0,236,765,1001,70,931,1001
3345,222,124,1,0,73,503,576,131,495,626
3858,222,76,0,0,152,540,692,28,108,136
364,221,19,0,0,1383,1607,2990,20,8,28
624,221,129,0,1,430,0,430,427,0,427
1078,221,50,1,2,177,370,547,62,40,102
1777,221,29,1,0,296,0,296,33,0,33
1914,221,152,0,1,737,0,737,736,0,736
2031,221,100,0,1,1056,82,1138,1491,1308,2799
2347,221,52,0,0,501,424,925,206,61,267
145,220,92,1,2,109,221,330,161,209,370
964,220,114,0,0,113,712,825,266,172,438
3519,220,320,1,2,64,385,449,67,1117,1184
3667,220,90,0,0,200,436,636,80,265,345
229,219,128,2,1,2330,780,3110,550,284,834
395,219,369,2,1,2783,234,3017,2457,440,2897
797,219,122,1,0,237,85,322,304,356,660
1993,219,149,0,0,249,530,779,353,238,591
2076,219,54,2,1,184,1606,1790,84,19,103
2770,219,26,0,0,19,399,418,5,34,39
551,218,65,0,0,188,775,963,26,92,118
3458,218,80,0,0,121,846,967,88,236,324
41,217,458,2,1,1848,139,1987,1905,648,2553
420,217,120,2,1,817,352,1169,433,97,530
539,217,43,0,0,1879,1414,3293,110,32,142
553,217,204,2,1,8,1263,1271,19,524,543
1036,217,26,1,0,387,908,1295,45,42,87
1042,217,137,1,0,609,0,609,530,0,530
1208,217,78,0,0,502,333,835,469,492,961
1388,217,73,0,0,244,157,401,194,191,385
3052,217,37,0,1,32,532,564,241,303,544
3855,217,242,1,2,62,411,473,159,916,1075
313,216,208,2,1,848,225,1073,764,413,1177
826,216,40,0,0,60,486,546,16,67,83
1793,216,210,2,1,192,1037,1229,269,531,800
3436,216,117,0,0,24,692,716,38,340,378
125,215,303,2,1,918,491,1409,941,65,1006
246,215,210,2,1,587,463,1050,580,515,1095
667,215,104,1,2,442,0,442,156,0,156
1316,215,85,1,0,199,239,438,302,350,652
2698,215,33,0,0,715,694,1409,91,74,165
3056,215,82,0,1,431,853,1284,352,393,745
3257,215,62,0,0,407,478,885,388,387,775
483,214,130,2,1,391,961,1352,144,261,405
547,214,30,0,0,402,765,1167,51,54,105
1790,214,54,0,0,50,510,560,8,71,79
2372,214,214,1,0,92,441,533,85,781,866
3918,214,47,0,0,198,661,859,189,256,445
508,213,137,2,1,1468,1086,2554,217,3,220
729,213,140,0,0,143,516,659,271,393,664
899,213,28,1,1,4,585,589,14,50,64
913,213,72,2,1,743,501,1244,223,120,343
1196,213,83,0,0,431,598,1029,245,368,613
1758,213,120,2,1,38,1211,1249,59,344,403
1968,213,107,0,1,501,94,595,484,312,796
2511,213,83,0,1,462,41,503,1546,1424,2970
1996,212,34,0,0,46,606,652,77,129,206
2370,212,3,0,0,2,457,459,66,77,143
2533,212,15,0,1,244,1147,1391,153,152,305
3158,212,99,1,2,186,918,1104,186,473,659
137,211,129,0,0,256,80,336,310,12,322
231,211,63,0,0,145,729,874,52,95,147
1271,211,207,1,2,72,534,606,122,960,1082
1662,211,142,2,1,202,1005,1207,310,136,446
3640,211,213,0,0,43,317,360,226,649,875
92,210,166,0,0,32,310,342,305,676,981
408,210,48,0,0,308,70,378,95,22,117
430,210,484,1,2,286,103,389,611,1365,1976
564,210,29,0,0,227,1303,1530,146,153,299
655,210,253,0,0,81,349,430,249,878,1127
830,210,183,0,0,341,213,554,685,453,1138
881,210,34,0,0,1023,0,1023,41,0,41
3319,210,21,0,0,19,821,840,7,26,33
3353,210,150,2,1,236,939,1175,99,313,412
414,209,79,1,0,551,185,736,1716,1648,3364
501,209,217,1,0,190,207,397,466,521,987
1190,209,287,1,2,70,496,566,97,1129,1226
1274,209,79,0,0,225,218,443,161,188,349
3020,209,54,0,0,35,756,791,28,154,182
3576,209,9,0,1,126,1163,1289,5,12,17
216,208,59,0,0,236,723,959,202,178,380
480,208,115,2,1,106,979,1085,69,140,209
951,208,92,0,0,324,287,611,389,420,809
2064,208,32,0,0,1019,678,1697,141,94,235
3432,208,60,1,2,299,448,747,129,118,247
1035,207,2,0,2,2,471,473,2,4,6
1060,207,53,0,0,154,274,428,41,104,145
1908,207,3,0,0,11,996,1007,5,4,9
2813,207,55,1,2,750,1397,2147,55,100,155
3823,207,39,0,0,33,563,596,22,87,109
3922,207,81,0,0,246,450,696,567,500,1067
935,206,29,0,0,1782,886,2668,154,125,279
1717,206,35,0,1,664,1468,2132,316,349,665
1805,206,337,1,2,67,287,354,298,1034,1332
3776,206,38,0,0,7,633,640,37,243,280
240,205,47,0,1,517,338,855,152,131,283
346,205,359,2,1,937,418,1355,1290,479,1769
476,205,109,2,1,402,936,1338,267,244,511
1650,205,76,1,1,535,49,584,194,60,254
3218,205,37,0,0,46,359,405,101,225,326
3697,205,241,2,2,16,314,330,67,397,464
440,204,95,2,1,853,140,993,273,184,457
1543,204,32,1,2,2,519,521,3,57,60
3327,204,49,0,0,687,553,1240,458,412,870
3707,204,84,0,0,259,489,748,432,556,988
849,203,25,0,0,44,722,766,104,122,226
860,203,108,0,0,498,29,527,1026,956,1982
1344,203,114,2,0,314,112,426,291,39,330
1580,203,83,0,0,4,412,416,81,319,400
1847,203,79,0,0,235,179,414,140,191,331
3082,203,67,0,0,76,487,563,110,262,372
3272,203,141,1,0,402,0,402,281,0,281
857,202,44,0,0,34,506,540,182,229,411
1778,202,45,0,1,335,636,971,324,244,568
1864,202,38,0,0,1091,1717,2808,313,274,587
3285,202,95,2,1,5,1697,1702,75,338,413
3439,202,68,1,0,109,880,989,50,102,152
3445,202,246,0,0,67,587,654,81,692,773
3466,202,22,0,1,143,972,1115,142,163,305
3583,202,293,1,2,21,521,542,18,1040,1058
392,201,120,0,1,690,266,956,538,428,966
1904,201,171,2,0,497,158,655,647,622,1269
2000,201,236,1,0,175,123,298,505,685,1190
2556,201,71,0,1,383,199,582,148,76,224
3950,201,114,2,1,130,1079,1209,80,325,405
579,200,66,0,1,448,87,535,430,281,711
1760,200,135,2,1,41,1044,1085,83,296,379
2980,200,165,0,0,1,345,346,43,287,330
3027,200,285,1,0,3,405,408,58,1025,1083
3391,200,85,0,0,261,325,586,179,222,401
3426,200,36,0,1,497,74,571,1617,1572,3189
2005,199,94,0,0,251,391,642,186,336,522
3022,199,67,0,1,345,4,349,397,297,694
840,198,95,0,0,196,680,876,60,192,252
1458,198,79,0,0,307,311,618,48,169,217
3850,198,148,2,1,70,1194,1264,87,307,394
534,197,138,0,2,712,346,1058,286,193,479
1345,197,62,0,0,197,1026,1223,45,149,194
1428,197,126,0,0,232,286,518,337,472,809
1776,197,35,1,2,68,652,720,45,18,63
2231,197,30,0,1,518,16,534,657,622,1279
2503,197,205,1,2,96,242,338,95,545,640
3690,197,48,0,0,512,150,662,76,9,85
834,196,181,2,1,1109,350,1459,1341,182,1523
1331,196,269,2,1,782,201,983,380,1274,1654
1390,196,109,1,2,657,0,657,282,0,282
2302,196,7,0,1,505,97,602,79,71,150
2429,196,94,2,1,127,1208,1335,164,159,323
2788,196,26,0,0,71,700,771,57,93,150
208,195,113,0,1,733,221,954,361,378,739
498,195,229,2,1,838,363,1201,930,282,1212
799,195,153,1,2,213,221,434,189,222,411
1064,195,213,0,0,16,311,327,27,598,625
1486,195,209,1,0,9,553,562,43,565,608
1729,195,177,2,1,424,57,481,349,94,443
2238,195,60,0,0,77,597,674,39,102,141
2718,195,17,0,0,232,985,1217,22,4,26
3217,195,52,0,1,278,588,866,78,19,97
3226,195,16,0,0,312,255,567,20,5,25
3744,195,178,1,2,413,0,413,505,0,505
2111,194,64,1,0,286,213,499,181,167,348
3081,194,105,0,0,51,504,555,159,446,605
3210,194,105,1,2,96,358,454,107,309,416
742,193,96,1,2,4,515,519,4,179,183
1657,193,52,0,0,24,741,765,22,85,107
1774,193,115,2,1,450,206,656,378,107,485
1313,192,41,0,0,331,457,788,54,51,105
1447,192,81,0,1,397,30,427,346,210,556
1600,192,25,0,1,565,3,568,54,8,62
2579,192,27,0,0,328,1383,1711,39,19,58
2659,192,168,2,1,98,834,932,149,555,704
2958,192,17,0,0,1523,870,2393,28,15,43
2981,192,92,0,1,447,187,634,1059,968,2027
3354,192,144,2,1,230,357,587,358,363,721
3759,192,153,0,0,28,406,434,336,807,1143
3831,192,136,2,1,226,531,757,312,261,573
883,191,39,0,0,319,520,839,254,318,572
1310,191,116,0,0,334,268,602,318,320,638
1358,191,97,0,0,86,266,352,339,472,811
2892,191,23,0,1,206,848,1054,37,1,38
3135,191,60,0,0,245,240,485,283,291,574
188,190,63,0,0,33,389,422,64,147,211
603,190,136,0,0,4,424,428,8,292,300
1511,190,320,1,0,262,31,293,482,899,1381
1796,190,98,2,1,87,778,865,92,89,181
2591,190,108,0,0,163,337,500,415,559,974
2926,190,15,0,0,162,2239,2401,20,24,44
789,189,238,2,1,362,335,697,659,576,1235
1186,189,100,0,0,453,149,602,824,644,1468
1411,189,16,0,0,0,665,665,40,17,57
1584,189,28,0,0,249,590,839,32,54,86
2368,189,82,1,2,278,397,675,55,216,271
3735,189,100,0,0,114,223,337,75,173,248
3878,189,26,0,1,381,40,421,239,203,442
3896,189,6,2,1,16,1233,1249,24,23,47
237,188,165,2,1,265,298,563,434,533,967
241,188,239,2,1,972,9,981,548,710,1258
260,188,167,2,1,852,422,1274,1462,349,1811
1177,188,24,0,1,272,30,302,152,112,264
1712,188,64,0,1,335,80,415,71,22,93
2520,188,30,0,0,535,719,1254,53,23,76
3128,188,154,0,0,249,322,571,465,789,1254
3296,188,43,0,1,351,74,425,471,445,916
3754,188,30,0,0,716,203,919,94,91,185
343,187,105,2,1,365,389,754,390,11,401
696,187,160,2,1,1045,798,1843,671,231,902
895,187,57,0,0,162,520,682,42,43,85
952,187,74,2,1,160,1129,1289,282,1,283
2122,187,30,0,0,59,580,639,18,70,88
2540,187,23,0,0,624,829,1453,73,41,114
2602,187,32,0,0,264,419,683,124,109,233
3671,187,126,0,0,324,154,478,534,328,862
3699,187,149,2,1,166,1045,1211,225,289,514
647,186,123,0,0,110,418,528,164,437,601
968,186,164,0,0,360,77,437,714,337,1051
1972,186,82,0,1,1652,834,2486,237,65,302
3430,186,235,1,2,16,297,313,250,760,1010
3606,186,41,0,0,43,787,830,35,85,120
1075,185,56,1,2,318,2,320,83,22,105
1443,185,134,2,1,4,1203,1207,8,305,313
1453,185,67,0,0,104,446,550,54,149,203
2292,185,31,2,0,362,0,362,46,8,54
2611,185,131,2,1,1401,555,1956,501,65,566
3986,185,31,0,0,552,130,682,161,143,304
4034,185,86,2,1,491,462,953,305,103,408
763,184,55,1,0,22,495,517,146,265,411
814,184,500,0,0,436,1,437,2115,130,2245
866,184,287,0,0,237,571,808,474,116,590
1952,184,228,2,1,210,332,542,391,594,985
3284,184,39,0,0,271,1035,1306,260,271,531
3605,184,322,1,2,97,218,315,72,1853,1925
876,183,55,2,1,1261,4,1265,191,91,282
877,183,52,0,1,280,53,333,195,142,337
1295,183,281,0,1,530,635,1165,629,10,639
1466,183,262,0,0,29,344,373,68,485,553
2490,183,82,0,1,536,442,978,721,559,1280
321,182,136,2,1,638,1098,1736,292,354,646
477,182,295,2,1,1016,91,1107,837,359,1196
561,182,77,2,1,598,620,1218,204,79,283
1025,182,108,0,0,319,495,814,279,259,538
1033,182,140,2,1,215,305,520,401,213,614
1556,182,41,0,1,853,357,1210,274,216,490
1608,182,113,0,0,12,417,429,21,172,193
2079,182,46,0,1,124,514,638,238,235,473
2369,182,74,0,0,459,0,459,260,0,260
38,181,52,0,0,18,452,470,20,92,112
262,181,84,0,1,459,2161,2620,215,124,339
281,181,36,0,0,420,19,439,41,10,51
528,181,152,2,1,120,637,757,116,185,301
720,181,102,0,0,273,128,401,1326,1348,2674
1022,181,38,0,0,256,106,362,130,103,233
1206,181,81,0,0,323,447,770,59,115,174
1621,181,76,1,0,15,312,327,133,212,345
1794,181,90,0,0,87,357,444,63,308,371
2057,181,24,0,1,659,206,865,43,16,59
2159,181,135,0,1,568,64,632,965,858,1823
2300,181,18,0,1,786,680,1466,67,44,111
3399,181,138,2,1,27,993,1020,41,293,334
84,180,70,0,0,5,535,540,6,150,156
226,180,133,0,0,407,358,765,229,505,734
690,180,35,0,1,498,182,680,120,95,215
2220,180,96,2,1,229,940,1169,155,233,388
3004,180,75,0,0,131,408,539,311,441,752
3059,180,68,0,0,67,420,487,111,184,295
74,179,52,0,0,107,238,345,454,500,954
434,179,239,2,1,372,522,894,526,399,925
617,179,136,0,1,1380,619,1999,549,270,819
708,179,46,0,1,328,86,414,118,59,177
1013,179,261,1,0,177,230,407,140,738,878
1307,179,139,0,0,202,225,427,169,288,457
3422,179,24,0,1,74,376,450,5,27,32
1555,178,176,2,0,190,723,913,237,143,380
1695,178,123,1,0,321,77,398,1223,349,1572
1761,178,67,0,0,366,0,366,91,0,91
2049,178,185,1,0,315,0,315,542,0,542
3178,178,166,0,0,265,487,752,403,916,1319
3704,178,274,1,2,39,416,455,173,860,1033
337,177,358,1,0,58,215,273,101,1765,1866
960,177,408,1,2,108,131,239,310,976,1286
1386,177,80,2,1,129,921,1050,147,149,296
1480,177,45,0,0,83,349,432,223,244,467
1591,177,112,2,1,296,568,864,340,102,442
1770,177,32,0,0,266,1092,1358,33,47,80
2837,177,8,0,0,13,305,318,61,69,130
4070,177,72,0,0,110,393,503,311,468,779
568,176,57,0,1,879,199,1078,158,32,190
898,176,90,0,0,282,253,535,463,592,1055
1610,176,39,0,1,371,336,707,206,170,376
2217,176,176,2,1,205,679,884,478,522,1000
2265,176,30,0,1,13,722,735,6,47,53
2305,176,141,0,2,21,390,411,52,381,433
2775,176,13,0,1,374,58,432,184,169,353
2890,176,19,0,1,543,7,550,22,0,22
3899,176,52,2,1,1313,547,1860,114,41,155
660,175,102,2,1,569,107,676,160,204,364
736,175,156,2,1,54,659,713,120,263,383
954,175,140,0,0,279,32,311,392,399,791
1204,175,79,0,0,222,496,718,89,66,155
1592,175,102,1,1,523,3,526,191,1532,1723
1673,175,128,0,0,428,146,574,248,464,712
2690,175,70,2,1,1118,523,1641,107,102,209
3165,175,24,0,0,1424,1091,2515,234,247,481
3655,175,353,1,1,264,7,271,818,826,1644
116,174,101,0,0,309,307,616,204,251,455
1252,174,91,1,0,203,143,346,1297,1328,2625
1287,174,287,1,0,120,137,257,355,1291,1646
2012,174,582,2,2,625,105,730,2065,186,2251
3206,174,42,2,1,52,983,1035,13,106,119
1414,173,247,1,0,114,320,434,45,672,717
2431,173,436,2,1,381,9,390,1407,1,1408
2641,173,41,0,0,204,450,654,52,67,119
3379,173,159,1,0,21,262,283,88,377,465
3817,173,22,0,0,42,372,414,31,58,89
3954,173,161,2,1,42,1089,1131,230,710,940
4038,173,102,1,2,545,19,564,168,28,196
688,172,104,1,0,278,0,278,196,0,196
707,172,162,2,1,291,69,360,448,20,468
757,172,20,0,1,212,360,572,33,29,62
1508,172,24,0,0,107,435,542,19,42,61
1725,172,174,2,1,738,628,1366,236,467,703
2070,172,390,1,2,217,153,370,168,1402,1570
2281,172,5,0,0,16,325,341,4,3,7
2957,172,232,1,0,73,232,305,227,927,1154
3610,172,126,0,0,485,142,627,540,613,1153
1343,171,111,0,0,316,277,593,349,460,809
1483,171,193,2,1,249,437,686,355,566,921
2380,171,52,0,1,503,96,599,606,531,1137
2493,171,9,0,1,849,1454,2303,47,33,80
2653,171,50,0,0,143,442,585,140,199,339
2685,171,50,0,0,21,454,475,80,174,254
2839,171,73,0,0,176,228,404,287,120,407
345,170,142,0,0,312,38,350,854,554,1408
1137,170,124,0,0,171,66,237,168,191,359
1425,170,136,0,0,237,74,311,568,640,1208
1841,170,125,2,1,406,607,1013,365,531,896
2778,170,290,1,0,26,226,252,139,1166,1305
3083,170,228,2,1,32,930,962,91,741,832
3477,170,60,0,0,0,452,452,190,362,552
372,169,246,2,0,539,875,1414,1026,132,1158
451,169,70,0,1,222,111,333,239,115,354
529,169,179,2,1,359,196,555,689,364,1053
537,169,171,0,0,360,91,451,821,455,1276
1050,169,82,0,1,206,310,516,484,590,1074
1105,169,132,1,2,33,377,410,23,257,280
1275,169,83,1,0,418,47,465,76,75,151
2730,169,88,1,1,242,21,263,1170,1794,2964
3364,169,204,2,1,1734,176,1910,1477,448,1925
3400,169,24,0,1,1434,952,2386,127,52,179
1772,168,16,0,0,570,560,1130,71,80,151
2205,168,63,2,1,40,564,604,64,95,159
2975,168,106,1,1,16,324,340,27,161,188
563,167,53,0,1,317,159,476,719,711,1430
983,167,80,0,0,30,352,382,18,129,147
1270,167,107,0,1,280,64,344,715,538,1253
1402,167,53,1,0,11,1098,1109,17,156,173
2453,167,15,0,1,156,694,850,33,29,62
2666,167,265,2,1,32,457,489,40,914,954
3328,167,57,0,0,235,742,977,100,47,147
294,166,120,2,1,566,348,914,862,459,1321
714,166,149,2,1,1247,481,1728,525,84,609
878,166,201,2,1,174,607,781,68,464,532
1367,166,223,1,0,172,49,221,94,689,783
2144,166,91,1,2,230,0,230,128,0,128
2581,166,34,0,0,332,512,844,24,61,85
2786,166,37,0,0,592,453,1045,187,219,406
3546,166,71,1,2,211,215,426,90,171,261
194,165,93,2,1,241,921,1162,268,127,395
2697,165,72,0,0,84,674,758,37,163,200
2821,165,169,0,0,86,343,429,143,326,469
3537,165,91,2,1,176,785,961,131,286,417
374,164,313,1,0,252,4,256,332,882,1214
1020,164,466,1,2,249,2,251,221,1844,2065
1303,164,101,0,1,396,166,562,639,910,1549
1619,164,47,0,0,378,393,771,112,120,232
2123,164,50,0,1,448,0,448,140,0,140
60,163,117,0,0,82,275,357,86,321,407
945,163,266,2,1,981,140,1121,1609,350,1959
1322,163,133,0,0,136,162,298,546,738,1284
1829,163,60,1,2,16,392,408,80,152,232
1953,163,30,0,0,234,59,293,34,24,58
2422,163,33,0,1,559,1014,1573,144,118,262
2656,163,181,2,1,474,310,784,291,279,570
3108,163,27,0,0,272,1441,1713,132,114,246
111,162,38,0,0,325,77,402,33,53,86
340,162,46,0,0,13,354,367,358,403,761
1027,162,90,0,0,182,56,238,39,179,218
1062,162,74,0,0,459,565,1024,390,526,916
1626,162,134,0,0,181,266,447,205,467,672
1932,162,50,0,0,619,0,619,85,0,85
